品类组	品类	子品类	货号	评论内容	评论种类	一级分类	二级分类	三级分类
服配	帽子	西瓜帽	84759701	毛线质量不好，，，戴上过敏，挨着脑门的地方痒。帽子在头发上太滑了，会自己往上跑，，戴不牢，好难看颜色有点老。摸着舒服。很柔软。弹性大	差评	外观与设计	便捷性与细节设计	设计不合理
服配	帽子	西瓜帽	84759701	毛线质量不好，，，戴上过敏，挨着脑门的地方痒。帽子在头发上太滑了，会自己往上跑，，戴不牢，好难看颜色有点老。摸着舒服。很柔软。弹性大	差评	外观与设计	颜色设计	颜色土或老气
服配	帽子	西瓜帽	84759701	毛线质量不好，，，戴上过敏，挨着脑门的地方痒。帽子在头发上太滑了，会自己往上跑，，戴不牢，好难看颜色有点老。摸着舒服。很柔软。弹性大	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84759701	毛线质量不好，，，戴上过敏，挨着脑门的地方痒。帽子在头发上太滑了，会自己往上跑，，戴不牢，好难看颜色有点老。摸着舒服。很柔软。弹性大	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84759701	毛线质量不好，，，戴上过敏，挨着脑门的地方痒。帽子在头发上太滑了，会自己往上跑，，戴不牢，好难看颜色有点老。摸着舒服。很柔软。弹性大	好评	功能与效果	弹性	弹性好
服配	帽子	贝蕾帽	51821202	店里试过了的，比kangol好看好戴太多。三福是个宝，看你怎么找～	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568023	面料质感：帽子很有质感，舒服，暖和佩戴效果：搭配衣服有氛围感，很好看	好评	材质与成分	材质质感或成分	质感好
服配	帽子	西瓜帽	84568023	面料质感：帽子很有质感，舒服，暖和佩戴效果：搭配衣服有氛围感，很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84889605	面料质感：很软很舒服佩戴效果：尺码偏大整体评价：很可爱	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84889605	面料质感：很软很舒服佩戴效果：尺码偏大整体评价：很可爱	中评	外观与设计	版型或尺寸	版型或尺码大
服配	帽子	西瓜帽	84889605	面料质感：很软很舒服佩戴效果：尺码偏大整体评价：很可爱	好评	外观与设计	款式设计	可爱
服配	帽子	西瓜帽	84757601	帽子偏大，挺好看的，就是发来有点开线了	差评	外观与设计	版型或尺寸	版型或尺码大
服配	帽子	西瓜帽	84757601	帽子偏大，挺好看的，就是发来有点开线了	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84757601	帽子偏大，挺好看的，就是发来有点开线了	差评	工艺与做工	车缝工艺	脱线或崩线开裂
服配	帽子	西瓜帽	84757607	帽子有点大，洗过后更大了，松松垮垮的……	差评	材质与成分	材质表现	易变形
服配	帽子	西瓜帽	84568047	质量一般塑料瓶子做的	中评	工艺与做工	其他工艺与做工	质量或做工一般
服配	帽子	西瓜帽	84568047	质量一般塑料瓶子做的	差评	材质与成分	材质质感或成分	材质廉价
服配	帽子	礼帽	51054101	好好看，纯羊毛，戴上可暖和啦！！！特别推荐！！！	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	礼帽	51054101	好好看，纯羊毛，戴上可暖和啦！！！特别推荐！！！	好评	材质与成分	材质质感或成分	材质好或材质高级
服配	帽子	棒球帽	49715908	帽子后面的卡扣卡不紧，经常会松，很不方便。我之前9.9买的帽子都不会出现这种情况，	差评	工艺与做工	辅料配件	按扣难用
服配	帽子	棒球帽	51756615	好看好看，质量比pdd买的好，线下试了很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	棒球帽	51756615	好看好看，质量比pdd买的好，线下试了很好看	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	八角帽	85030305	挺好看的，显得很暖和	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	礼帽	84833303	在店里试的，当时没有买，后来网上买的，一模一样，非常好	好评	外观与设计	其他外观与设计	好
服配	帽子	西瓜帽	84568045	帽子非常好，非常柔软，带起来又好看，质量又好，关键是价格比实体店还便宜，太划算了	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84568045	帽子非常好，非常柔软，带起来又好看，质量又好，关键是价格比实体店还便宜，太划算了	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568045	帽子非常好，非常柔软，带起来又好看，质量又好，关键是价格比实体店还便宜，太划算了	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	渔夫帽	85030201	这个帽子上还有脏污，发货都不看一下处理一下吗？去三福玩的人多，我可以接受有人试戴过，但是发货时能不能看一下处理一下呢。连销售发货前的检查处理都没有，我购买产品的地方是跳蚤市场吗？	差评	工艺与做工	细节质量	瑕疵
服配	帽子	西瓜帽	85029501	别买，别买，别买，别买，别买！跟线下的差了十万八千里，不仅版型不对，而且这个品质差的要死，摸了一下，一手的毛，而且三福线下的店大部分都是刚刚好大一些的，这个戴上头上紧的要死。品控是真的差，别在线上店买，而且还得自己承担退货的运费 差差差差差超级差，垃圾，垃圾，垃圾，太垃圾了。真是气的要死，谁能想到淘宝品控店那么差，差成这个样子。我亏***出来，**，什么都没买到，什么也没花，白白就花了我9块钱。	差评	外观与设计	版型或尺寸	版型不好
服配	帽子	西瓜帽	85029501	别买，别买，别买，别买，别买！跟线下的差了十万八千里，不仅版型不对，而且这个品质差的要死，摸了一下，一手的毛，而且三福线下的店大部分都是刚刚好大一些的，这个戴上头上紧的要死。品控是真的差，别在线上店买，而且还得自己承担退货的运费 差差差差差超级差，垃圾，垃圾，垃圾，太垃圾了。真是气的要死，谁能想到淘宝品控店那么差，差成这个样子。我亏***出来，**，什么都没买到，什么也没花，白白就花了我9块钱。	差评	工艺与做工	其他工艺与做工	质量或做工差
服配	帽子	西瓜帽	85029501	别买，别买，别买，别买，别买！跟线下的差了十万八千里，不仅版型不对，而且这个品质差的要死，摸了一下，一手的毛，而且三福线下的店大部分都是刚刚好大一些的，这个戴上头上紧的要死。品控是真的差，别在线上店买，而且还得自己承担退货的运费 差差差差差超级差，垃圾，垃圾，垃圾，太垃圾了。真是气的要死，谁能想到淘宝品控店那么差，差成这个样子。我亏***出来，**，什么都没买到，什么也没花，白白就花了我9块钱。	差评	材质与成分	材质表现	掉毛掉绒
服配	帽子	西瓜帽	85029501	别买，别买，别买，别买，别买！跟线下的差了十万八千里，不仅版型不对，而且这个品质差的要死，摸了一下，一手的毛，而且三福线下的店大部分都是刚刚好大一些的，这个戴上头上紧的要死。品控是真的差，别在线上店买，而且还得自己承担退货的运费 差差差差差超级差，垃圾，垃圾，垃圾，太垃圾了。真是气的要死，谁能想到淘宝品控店那么差，差成这个样子。我亏***出来，**，什么都没买到，什么也没花，白白就花了我9块钱。	差评	外观与设计	版型或尺寸	版型或尺码小
服配	帽子	八角帽	84608507	版型很好，不愧是专门做帽子的	好评	外观与设计	版型或尺寸	版型好
服配	帽子	西瓜帽	84568017	挺好的，带着很舒服，很不错	好评	功能与效果	穿着舒适性	穿着舒适
服配	帽子	西瓜帽	84760106	好看^ω^	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	渔夫帽	85006801	还可以，质量一般	中评	工艺与做工	其他工艺与做工	质量或做工一般
服配	帽子	西瓜帽	84568013	版型非常好看	好评	外观与设计	版型或尺寸	版型好
服配	帽子	西瓜帽	84823502	给小朋友买的很喜欢，材质很软很舒服，戴上很漂亮！	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84823502	给小朋友买的很喜欢，材质很软很舒服，戴上很漂亮！	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84863902	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568051	帽子很暖和，每个样子都非常好看啊 喜欢的不得了，一直买三福的帽子，很实惠，帽子设计很好看 比较舒适。	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	西瓜帽	84568051	帽子很暖和，每个样子都非常好看啊 喜欢的不得了，一直买三福的帽子，很实惠，帽子设计很好看 比较舒适。	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568051	帽子很暖和，每个样子都非常好看啊 喜欢的不得了，一直买三福的帽子，很实惠，帽子设计很好看 比较舒适。	好评	功能与效果	穿着舒适性	穿着舒适
服配	帽子	西瓜帽	84568021	好看好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	八角帽	84964101	超级好，质量很不错，很划得来	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	西瓜帽	84568021	只能说戴着非常好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	85029501	美拉德色系 很适合冬天戴 好看好搭	好评	外观与设计	颜色设计	颜色好看
服配	帽子	八角帽	51448106	很可爱，孩子带着很合适，孩子很喜欢。萌萌的	好评	外观与设计	款式设计	可爱
服配	帽子	八角帽	51448106	很可爱，孩子带着很合适，孩子很喜欢。萌萌的	好评	外观与设计	版型或尺寸	合身
服配	帽子	礼帽	84833301	非常好的帽子，是正品，戴着显的头很圆	好评	外观与设计	其他外观与设计	好
服配	帽子	渔夫帽	85030201	真服了，三福就这样糊弄消费者的，收到货帽子内侧就有三个小孔，客服一问三不知，实在抱歉呢实在抱歉呢真有意思，觉得退货麻烦，最后接受了退五个大洋的方案，后面再仔细一看，得，帽檐都是脏的，买之前客服就说不会是柜台展示品，得，到手一看明明就是柜台展示品，最后说退，呵，还不接收啥啥啥快递，还要写啥啥啥的，后续客服别来评论说给我退我不同意啥的，我认栽好吧，没那么多时间给你弄，第一次见退货还要求指定快递公司，写这个纸条那个纸条的，避雷三福旗舰店，就纯糊弄，没一句实话的	差评	材质与成分	原材料质量	破洞
服配	帽子	渔夫帽	85030201	真服了，三福就这样糊弄消费者的，收到货帽子内侧就有三个小孔，客服一问三不知，实在抱歉呢实在抱歉呢真有意思，觉得退货麻烦，最后接受了退五个大洋的方案，后面再仔细一看，得，帽檐都是脏的，买之前客服就说不会是柜台展示品，得，到手一看明明就是柜台展示品，最后说退，呵，还不接收啥啥啥快递，还要写啥啥啥的，后续客服别来评论说给我退我不同意啥的，我认栽好吧，没那么多时间给你弄，第一次见退货还要求指定快递公司，写这个纸条那个纸条的，避雷三福旗舰店，就纯糊弄，没一句实话的	差评	工艺与做工	细节质量	瑕疵
服配	帽子	西瓜帽	84952002	帽子很厚很暖和，没注意眼睛其实是黄色的	好评	材质与成分	材质厚薄度	材质厚
服配	帽子	西瓜帽	84952002	帽子很厚很暖和，没注意眼睛其实是黄色的	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	西瓜帽	84952002	帽子很厚很暖和，没注意眼睛其实是黄色的	中评	外观与设计	实物与宣传不符	色差
服配	帽子	八角帽	51229906	这个帽子质量很好带上去很舒服佩戴效果：搭配建议：整体评价：面料质感：	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	八角帽	51229906	这个帽子质量很好带上去很舒服佩戴效果：搭配建议：整体评价：面料质感：	好评	功能与效果	穿着舒适性	穿着舒适
服配	帽子	八角帽	85006502	东西不错，但是店铺效率好慢，还好快递员小哥哥非常给力，帮我用最快的速度送到了。	好评	外观与设计	其他外观与设计	不错
服配	帽子	西瓜帽	84951902	很可爱	好评	外观与设计	款式设计	可爱
服配	帽子	棒球帽	51756615	帽型非常好看，能遮住侧边脑袋。大头围的人，放心购买。	好评	外观与设计	帽型设计	帽型好
服配	帽子	八角帽	84915802	好看，材质一般	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	八角帽	84915802	好看，材质一般	中评	材质与成分	材质质感或成分	材质一般
服配	帽子	西瓜帽	84889609	很好，跟实体店的一样	好评	外观与设计	其他外观与设计	好
服配	帽子	八角帽	51448105	可爱的帽子 非常喜欢 和实体店一样	好评	外观与设计	款式设计	可爱
服配	帽子	八角帽	51448105	可爱的帽子 非常喜欢 和实体店一样	好评	外观与设计	其他外观与设计	喜欢
服配	帽子	西瓜帽	84757403	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568026	比较软糯的毛线帽子，比正常线帽更大一些，也更松软一些，挺好看的。价格也很实惠。	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84568026	比较软糯的毛线帽子，比正常线帽更大一些，也更松软一些，挺好看的。价格也很实惠。	中评	外观与设计	版型或尺寸	版型或尺码大
服配	帽子	西瓜帽	84568026	比较软糯的毛线帽子，比正常线帽更大一些，也更松软一些，挺好看的。价格也很实惠。	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84568026	比较软糯的毛线帽子，比正常线帽更大一些，也更松软一些，挺好看的。价格也很实惠。	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84864311	好看的，很合适，质量很好，价格比实体店便宜一点。	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84864311	好看的，很合适，质量很好，价格比实体店便宜一点。	好评	外观与设计	版型或尺寸	合身
服配	帽子	西瓜帽	84864311	好看的，很合适，质量很好，价格比实体店便宜一点。	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	西瓜帽	84568027	容易起球	差评	材质与成分	材质表现	起球
服配	帽子	西瓜帽	84757403	还是去线下买吧，线上的货和线下不太一样做工好差	差评	工艺与做工	其他工艺与做工	质量或做工差
服配	帽子	棒球帽	49712725	发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常nice	好评	外观与设计	颜色设计	颜色好看
服配	帽子	西瓜帽	84568048	面料很舒服，颜色也好看。闪购很方便。	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84568048	面料很舒服，颜色也好看。闪购很方便。	好评	外观与设计	颜色设计	颜色好看
服配	帽子	西瓜帽	84759309	很好看！	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84757701	买贵了，pdd才24。帽子毛茸茸，说实话挺薄的，毛线细，撑开有网眼，不适合东北冬天。但是不勒大头，就留下了。	中评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84757701	买贵了，pdd才24。帽子毛茸茸，说实话挺薄的，毛线细，撑开有网眼，不适合东北冬天。但是不勒大头，就留下了。	差评	材质与成分	材质厚薄度	材质薄或透
服配	帽子	西瓜帽	84757701	买贵了，pdd才24。帽子毛茸茸，说实话挺薄的，毛线细，撑开有网眼，不适合东北冬天。但是不勒大头，就留下了。	差评	材质与成分	材质厚薄度	材质薄或透
服配	帽子	西瓜帽	84757701	买贵了，pdd才24。帽子毛茸茸，说实话挺薄的，毛线细，撑开有网眼，不适合东北冬天。但是不勒大头，就留下了。	差评	材质与成分	材质厚薄度	材质薄或透
服配	帽子	西瓜帽	84757701	买贵了，pdd才24。帽子毛茸茸，说实话挺薄的，毛线细，撑开有网眼，不适合东北冬天。但是不勒大头，就留下了。	好评	功能与效果	弹性	勒或紧绷
服配	帽子	渔夫帽	85230502	质量太差了，买回来太忙一直没拆，连吊牌都没摘，拆了发现两个耳朵的位置脱胶问题严重，如图所示，感觉摇摇欲坠随时会掉。但是过了售后时间了，客服已经不肯给售后了，找淘宝官方就算能申请换货这边店铺也没货了，只能说大家买回来一定要及时拆开包裹认真检查，没想到三福现在质量也这么差了。	差评	工艺与做工	其他工艺与做工	其他工艺与做工
服配	帽子	渔夫帽	85006802	很暖和，是正品，很喜欢，下次还会购买的。	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	渔夫帽	85006802	很暖和，是正品，很喜欢，下次还会购买的。	好评	外观与设计	其他外观与设计	喜欢
服配	帽子	棒球帽	85068904	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568003	闲逛时无意间看到这顶帽子，感觉红色这款设计很好看，文字也很encouraging，收到后实物颜色确实漂亮，不过拍的视频里受光线影响颜色有点变化。遇到一点小问题，马上联系客服解决了，点赞！三福老顾客了，网上店让购物变得更方便，不用外出折腾。非常推荐这顶帽子！	好评	外观与设计	款式设计	潮流时尚或有设计感
服配	帽子	西瓜帽	84568003	闲逛时无意间看到这顶帽子，感觉红色这款设计很好看，文字也很encouraging，收到后实物颜色确实漂亮，不过拍的视频里受光线影响颜色有点变化。遇到一点小问题，马上联系客服解决了，点赞！三福老顾客了，网上店让购物变得更方便，不用外出折腾。非常推荐这顶帽子！	好评	外观与设计	颜色设计	颜色好看
服配	帽子	西瓜帽	84568038	蛮好看的，就是感觉没有实体店紧	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568038	蛮好看的，就是感觉没有实体店紧	中评	外观与设计	实物与宣传不符	与实体店不一致
服配	帽子	西瓜帽	84863902	颜色看着还不错，就是感觉有点薄！	好评	外观与设计	颜色设计	颜色好看
服配	帽子	西瓜帽	84863902	颜色看着还不错，就是感觉有点薄！	中评	材质与成分	材质厚薄度	材质薄或透
服配	帽子	西瓜帽	84568029	质量是真的好，买的黄色戴着很好看	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	西瓜帽	84568029	质量是真的好，买的黄色戴着很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	渔夫帽	85006805	蛮好的，适合冬天佩戴，很柔软，推荐购买	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84568025	实物和图片相符，粗毛线比较宽松，戴着很舒服很保暖，打算再入手一个其他颜色	好评	外观与设计	实物与宣传不符	与图片不符
服配	帽子	西瓜帽	84568025	实物和图片相符，粗毛线比较宽松，戴着很舒服很保暖，打算再入手一个其他颜色	好评	外观与设计	版型或尺寸	版型或尺码大
服配	帽子	西瓜帽	84568025	实物和图片相符，粗毛线比较宽松，戴着很舒服很保暖，打算再入手一个其他颜色	好评	功能与效果	穿着舒适性	穿着舒适
服配	帽子	西瓜帽	84568025	实物和图片相符，粗毛线比较宽松，戴着很舒服很保暖，打算再入手一个其他颜色	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	西瓜帽	49389502	挺不错的，挺暖和的，因为前一段理了个头发，这两天还天天刮风，经常脑袋疼，所以就买了这个帽子，那个挺暖和，也没有异味儿，挺好的一个东西，价格也合适，比去实体店里面要便宜个十来块钱吧	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	西瓜帽	49389502	挺不错的，挺暖和的，因为前一段理了个头发，这两天还天天刮风，经常脑袋疼，所以就买了这个帽子，那个挺暖和，也没有异味儿，挺好的一个东西，价格也合适，比去实体店里面要便宜个十来块钱吧	好评	材质与成分	材质表现	难闻或异味
服配	帽子	棒球帽	51864601	非常好，戴着很舒服	好评	功能与效果	穿着舒适性	穿着舒适
服配	帽子	八角帽	85364001	尺码刚好，不松不紧。	好评	外观与设计	版型或尺寸	合身
服配	帽子	西瓜帽	84568006	帽子很好，弹性也很大，男女都能戴面料质感：舒适整体评价：很满意佩戴效果：不勒头	好评	功能与效果	弹性	弹性好
服配	帽子	西瓜帽	84568006	帽子很好，弹性也很大，男女都能戴面料质感：舒适整体评价：很满意佩戴效果：不勒头	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84568006	帽子很好，弹性也很大，男女都能戴面料质感：舒适整体评价：很满意佩戴效果：不勒头	好评	功能与效果	穿着舒适性	穿着舒适
服配	帽子	西瓜帽	84568003	第二次买了，第一次买的灰色，这次买的红色，红色很显白，毛线很柔软，不会扎人	好评	功能与效果	佩戴或穿着效果	显白
服配	帽子	西瓜帽	84568003	第二次买了，第一次买的灰色，这次买的红色，红色很显白，毛线很柔软，不会扎人	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84568006	质感还不错挺保暖的价格还实惠	好评	材质与成分	材质质感或成分	质感好
服配	帽子	西瓜帽	84568006	质感还不错挺保暖的价格还实惠	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	西瓜帽	84568017	小狗布贴可爱 带着暖和 就是容易起球 清洗了一次就有点起球了	好评	外观与设计	款式设计	可爱
服配	帽子	西瓜帽	84568017	小狗布贴可爱 带着暖和 就是容易起球 清洗了一次就有点起球了	差评	材质与成分	材质表现	起球
服配	帽子	西瓜帽	84568056	好看但是不舒适！带着发际线和额头痒	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84568056	好看但是不舒适！带着发际线和额头痒	差评	功能与效果	穿着舒适性	穿着不舒服
服配	帽子	西瓜帽	84568056	好看但是不舒适！带着发际线和额头痒	差评	功能与效果	穿着舒适性	扎肉或刺痒
服配	帽子	西瓜帽	84757603	特别可爱！！摸着也很舒服 和店里一样	好评	外观与设计	款式设计	可爱
服配	帽子	西瓜帽	84757603	特别可爱！！摸着也很舒服 和店里一样	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	套帽	85218201	非常暖和，摸起来柔软舒服。值得一买	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	套帽	85218201	非常暖和，摸起来柔软舒服。值得一买	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	84823502	这款商品真的太棒了！质量非常好，做工精细，完全超出了我的预期。使用起来非常方便，功能齐全，操作简单，完全满足了我的需求。性能稳定，反应速度快，让我在使用过程中没有任何烦恼。外观设计时尚大方，无论是放在家里还是带出去都非常吸引眼球。性价比超高，物超所值，完全值得购买。总之，我对这款商品非常满意，强烈推荐给大家！	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	西瓜帽	84823502	这款商品真的太棒了！质量非常好，做工精细，完全超出了我的预期。使用起来非常方便，功能齐全，操作简单，完全满足了我的需求。性能稳定，反应速度快，让我在使用过程中没有任何烦恼。外观设计时尚大方，无论是放在家里还是带出去都非常吸引眼球。性价比超高，物超所值，完全值得购买。总之，我对这款商品非常满意，强烈推荐给大家！	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	西瓜帽	84823502	这款商品真的太棒了！质量非常好，做工精细，完全超出了我的预期。使用起来非常方便，功能齐全，操作简单，完全满足了我的需求。性能稳定，反应速度快，让我在使用过程中没有任何烦恼。外观设计时尚大方，无论是放在家里还是带出去都非常吸引眼球。性价比超高，物超所值，完全值得购买。总之，我对这款商品非常满意，强烈推荐给大家！	好评	功能与效果	其他功能与效果反馈	其他功能与效果
服配	帽子	西瓜帽	84823502	这款商品真的太棒了！质量非常好，做工精细，完全超出了我的预期。使用起来非常方便，功能齐全，操作简单，完全满足了我的需求。性能稳定，反应速度快，让我在使用过程中没有任何烦恼。外观设计时尚大方，无论是放在家里还是带出去都非常吸引眼球。性价比超高，物超所值，完全值得购买。总之，我对这款商品非常满意，强烈推荐给大家！	好评	功能与效果	其他功能与效果反馈	其他功能与效果
服配	帽子	西瓜帽	84823502	这款商品真的太棒了！质量非常好，做工精细，完全超出了我的预期。使用起来非常方便，功能齐全，操作简单，完全满足了我的需求。性能稳定，反应速度快，让我在使用过程中没有任何烦恼。外观设计时尚大方，无论是放在家里还是带出去都非常吸引眼球。性价比超高，物超所值，完全值得购买。总之，我对这款商品非常满意，强烈推荐给大家！	好评	功能与效果	其他功能与效果反馈	其他功能与效果
服配	帽子	西瓜帽	84823502	这款商品真的太棒了！质量非常好，做工精细，完全超出了我的预期。使用起来非常方便，功能齐全，操作简单，完全满足了我的需求。性能稳定，反应速度快，让我在使用过程中没有任何烦恼。外观设计时尚大方，无论是放在家里还是带出去都非常吸引眼球。性价比超高，物超所值，完全值得购买。总之，我对这款商品非常满意，强烈推荐给大家！	好评	功能与效果	其他功能与效果反馈	其他功能与效果
服配	帽子	西瓜帽	84823502	这款商品真的太棒了！质量非常好，做工精细，完全超出了我的预期。使用起来非常方便，功能齐全，操作简单，完全满足了我的需求。性能稳定，反应速度快，让我在使用过程中没有任何烦恼。外观设计时尚大方，无论是放在家里还是带出去都非常吸引眼球。性价比超高，物超所值，完全值得购买。总之，我对这款商品非常满意，强烈推荐给大家！	好评	外观与设计	款式设计	潮流时尚或有设计感
服配	帽子	西瓜帽	84568029	戴了好几天 才来评价 挺不错的 比较阔 不会贴在头皮上	好评	外观与设计	版型或尺寸	版型好
服配	帽子	棒球帽	51816902	帽檐变形了 帽子连支撑都没有	差评	材质与成分	材质表现	易变形
服配	帽子	棒球帽	51816902	帽檐变形了 帽子连支撑都没有	差评	外观与设计	帽型设计	帽檐软塌
服配	帽子	西瓜帽	84864306	很好。里面有布里衬，吸汗，做工很好	好评	材质与成分	其他材质与成分	其他材质与成分
服配	帽子	西瓜帽	84864306	很好。里面有布里衬，吸汗，做工很好	好评	功能与效果	其他功能与效果反馈	其他功能与效果
服配	帽子	西瓜帽	84864306	很好。里面有布里衬，吸汗，做工很好	好评	工艺与做工	其他工艺与做工	质量或做工好
服配	帽子	渔夫帽	85006702	轻便舒适，戴着毫无负担～防晒效果超好，夏日出行安心不少！款式百搭，搭配什么衣服都好看帽檐大，修饰脸型很加分～调节方便，适合不同头围～整体体验满分，值得推荐！	好评	外观与设计	便捷性与细节设计	轻便或方便
服配	帽子	渔夫帽	85006702	轻便舒适，戴着毫无负担～防晒效果超好，夏日出行安心不少！款式百搭，搭配什么衣服都好看帽檐大，修饰脸型很加分～调节方便，适合不同头围～整体体验满分，值得推荐！	好评	功能与效果	防护性	防晒好
服配	帽子	渔夫帽	85006702	轻便舒适，戴着毫无负担～防晒效果超好，夏日出行安心不少！款式百搭，搭配什么衣服都好看帽檐大，修饰脸型很加分～调节方便，适合不同头围～整体体验满分，值得推荐！	好评	外观与设计	款式设计	百搭
服配	帽子	渔夫帽	85006702	轻便舒适，戴着毫无负担～防晒效果超好，夏日出行安心不少！款式百搭，搭配什么衣服都好看帽檐大，修饰脸型很加分～调节方便，适合不同头围～整体体验满分，值得推荐！	好评	外观与设计	帽型设计	帽檐大
服配	帽子	渔夫帽	85006702	轻便舒适，戴着毫无负担～防晒效果超好，夏日出行安心不少！款式百搭，搭配什么衣服都好看帽檐大，修饰脸型很加分～调节方便，适合不同头围～整体体验满分，值得推荐！	好评	外观与设计	便捷性与细节设计	无法调节大小或长度
服配	帽子	渔夫帽	85030203	帽檐很平 有点压眼睛	差评	外观与设计	帽型设计	帽檐硬挺
服配	帽子	渔夫帽	85030203	帽檐很平 有点压眼睛	差评	功能与效果	穿着舒适性	压头
服配	帽子	西瓜帽	85029801	复古条纹配色太有年代感了，摸起来软乎乎的，戴着特别好看	好评	外观与设计	款式设计	潮流时尚或有设计感
服配	帽子	西瓜帽	85029801	复古条纹配色太有年代感了，摸起来软乎乎的，戴着特别好看	好评	材质与成分	材质质感或成分	材质舒适
服配	帽子	西瓜帽	85029801	复古条纹配色太有年代感了，摸起来软乎乎的，戴着特别好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	西瓜帽	84868503	帽子的耳朵有点歪 不太好	差评	工艺与做工	细节质量	歪斜或弯了
服配	帽子	渔夫帽	85006702	这是这几年买到的最合适的帽子，柔软抗风，设计巧妙，大小也合适！棒	好评	功能与效果	保暖性	保暖或防寒好
服配	帽子	渔夫帽	85006702	这是这几年买到的最合适的帽子，柔软抗风，设计巧妙，大小也合适！棒	好评	外观与设计	款式设计	潮流时尚或有设计感
服配	帽子	渔夫帽	85006702	这是这几年买到的最合适的帽子，柔软抗风，设计巧妙，大小也合适！棒	好评	外观与设计	版型或尺寸	合身
服配	帽子	八角帽	84964101	戴上挺好看的，帽子大小可以调节！南方够用	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	帽子	八角帽	84964101	戴上挺好看的，帽子大小可以调节！南方够用	中评	外观与设计	便捷性与细节设计	无法调节大小或长度
服配	帽子	西瓜帽	84568005	手感还行，就是里面没绒，零下温度戴可能有点漏风，哈哈哈，不过家里的不介意，价格实惠。	中评	材质与成分	材质质感或成分	材质一般
